245
6, 7, 2, 0
5, 7, 2, -10
4, 7, 2, -20
3, 7, 2, -30
2, 7, 2, -40
2, 7, 0, -40
3, 7, 0, -50
3, 7, 3, -50
3, 6, 3, -60
3, 6, 0, -60
4, 6, 0, -70
5, 6, 0, -80
6, 6, 0, -90
6, 6, 1, -90
6, 7, 1, -100
6, 7, 0, -100
7, 7, 0, -110
7, 7, 2, -110
6, 7, 2, -120
6, 7, 1, -120
6, 8, 1, 870
6, 8, 2, 870
5, 8, 2, 860
4, 8, 2, 850
3, 8, 2, 840
2, 8, 2, 830
1, 8, 2, 820
0, 8, 2, 810
0, 8, 3, 810
0, 7, 3, 800
0, 7, 0, 800
1, 7, 0, 790
1, 7, 3, 790
1, 6, 3, 780
1, 6, 2, 780
0, 6, 2, 770
0, 6, 1, 770
0, 7, 1, 760
0, 8, 1, 750
0, 9, 1, 740
0, 9, 0, 740
1, 9, 0, 730
2, 9, 0, 720
3, 9, 0, 710
4, 9, 0, 700
5, 9, 0, 690
6, 9, 0, 680
7, 9, 0, 670
7, 9, 2, 670
6, 9, 2, 660
5, 9, 2, 650
4, 9, 2, 640
4, 9, 3, 640
4, 8, 3, 630
4, 7, 3, 620
4, 6, 3, 610
4, 5, 3, 600
4, 5, 1, 600
4, 6, 1, 590
4, 6, 0, 590
5, 6, 0, 580
6, 6, 0, 570
6, 6, 0, 470
7, 6, 0, 460
8, 6, 0, 450
9, 6, 0, 1440
9, 6, 3, 1440
9, 5, 3, 1430
9, 5, 2, 1430
8, 5, 2, 1420
7, 5, 2, 1410
6, 5, 2, 1400
6, 5, 0, 1400
7, 5, 0, 1390
7, 5, 3, 1390
7, 4, 3, 1380
7, 4, 2, 1380
6, 4, 2, 1370
5, 4, 2, 1360
5, 4, 0, 1360
6, 4, 0, 1350
6, 4, 3, 1350
6, 3, 3, 2340
6, 3, 2, 2340
5, 3, 2, 2330
4, 3, 2, 2320
3, 3, 2, 3310
3, 3, 0, 3310
4, 3, 0, 3300
4, 3, 3, 3300
4, 2, 3, 3290
4, 2, 2, 3290
3, 2, 2, 3280
2, 2, 2, 3270
2, 2, 0, 3270
3, 2, 0, 3260
3, 2, 3, 3260
3, 1, 3, 4250
3, 1, 0, 4250
4, 1, 0, 5240
4, 1, 1, 5240
4, 2, 1, 5230
4, 2, 0, 5230
5, 2, 0, 5220
6, 2, 0, 5210
