259
2, 9, 0, 0
1, 9, 0, -10
0, 9, 0, -20
0, 9, 3, -20
0, 8, 3, -30
0, 8, 2, -30
1, 8, 2, -40
2, 8, 2, -50
3, 8, 2, -60
4, 8, 2, -70
5, 8, 2, -80
6, 8, 2, 910
6, 8, 0, 910
5, 8, 0, 900
5, 8, 3, 900
5, 7, 3, 890
5, 7, 0, 890
4, 7, 0, 880
3, 7, 0, 870
2, 7, 0, 860
1, 7, 0, 850
0, 7, 0, 840
0, 7, 3, 840
0, 6, 3, 830
0, 6, 2, 830
1, 6, 2, 820
1, 6, 1, 820
1, 7, 1, 810
1, 7, 2, 810
2, 7, 2, 800
3, 7, 2, 790
3, 7, 3, 790
3, 6, 3, 780
3, 6, 2, 780
4, 6, 2, 770
5, 6, 2, 760
5, 6, 0, 760
4, 6, 0, 750
4, 6, 3, 750
4, 5, 3, 740
4, 5, 1, 740
4, 6, 1, 730
4, 6, 2, 730
5, 6, 2, 720
5, 6, 1, 720
5, 7, 1, 710
5, 7, 2, 710
6, 7, 2, 700
7, 7, 2, 690
7, 7, 0, 690
6, 7, 0, 680
6, 7, 3, 680
6, 6, 3, 670
6, 6, 0, 670
5, 6, 0, 660
5, 6, 1, 660
5, 7, 1, 650
5, 8, 1, 640
5, 9, 1, 630
5, 9, 0, 630
4, 9, 0, 620
3, 9, 0, 610
3, 9, 2, 610
4, 9, 2, 600
5, 9, 2, 590
6, 9, 2, 580
7, 9, 2, 570
7, 9, 0, 570
6, 9, 0, 560
6, 9, 3, 560
6, 8, 3, 550
6, 7, 3, 540
6, 7, 2, 540
7, 7, 2, 530
7, 7, 3, 530
7, 7, 3, 430
7, 6, 3, 420
7, 6, 2, 420
8, 6, 2, 410
9, 6, 2, 1400
9, 6, 3, 1400
9, 5, 3, 1390
9, 5, 0, 1390
8, 5, 0, 1380
7, 5, 0, 1370
6, 5, 0, 1360
6, 5, 2, 1360
7, 5, 2, 1350
7, 5, 3, 1350
7, 4, 3, 1340
7, 4, 0, 1340
6, 4, 0, 1330
5, 4, 0, 1320
5, 4, 2, 1320
6, 4, 2, 1310
6, 4, 3, 1310
6, 3, 3, 2300
6, 3, 0, 2300
5, 3, 0, 2290
4, 3, 0, 2280
3, 3, 0, 3270
3, 3, 2, 3270
4, 3, 2, 3260
4, 3, 3, 3260
4, 2, 3, 3250
4, 2, 0, 3250
3, 2, 0, 3240
2, 2, 0, 3230
2, 2, 2, 3230
3, 2, 2, 3220
3, 2, 3, 3220
3, 1, 3, 4210
3, 1, 2, 4210
4, 1, 2, 5200
4, 1, 1, 5200
4, 2, 1, 5190
4, 2, 2, 5190
5, 2, 2, 5180
6, 2, 2, 5170
7, 2, 2, 5160
8, 2, 2, 5150
9, 2, 2, 5140
9, 2, 3, 5140
9, 1, 3, 5130
9, 1, 0, 5130
8, 1, 0, 5120
7, 1, 0, 5110
6, 1, 0, 5100
6, 1, 2, 5100
7, 1, 2, 5090
8, 1, 2, 5080
8, 1, 3, 5080
8, 0, 3, 5070
8, 0, 2, 5070
9, 0, 2, 5060
9, 0, 1, 5060
9, 1, 1, 5050
9, 2, 1, 5040
9, 3, 1, 5030
9, 3, 0, 5030
8, 3, 0, 5020
7, 3, 0, 5010
7, 3, 2, 5010
8, 3, 2, 5000
8, 3, 1, 5000
8, 4, 1, 4990
8, 4, 2, 4990
9, 4, 2, 5980
9, 4, 1, 5980
9, 5, 1, 5970
9, 6, 1, 5960
9, 7, 1, 5950
9, 7, 0, 5950
8, 7, 0, 6940
8, 7, 2, 6940
9, 7, 2, 6930
9, 7, 1, 6930
9, 8, 1, 6920
9, 8, 3, 6920
9, 7, 3, 6910
9, 7, 0, 6910
8, 7, 0, 6900
7, 7, 0, 6890
6, 7, 0, 6880
5, 7, 0, 6870
4, 7, 0, 6860
4, 7, 3, 6860
4, 6, 3, 6850
4, 5, 3, 6840
4, 4, 3, 6830
4, 4, 2, 6830
5, 4, 2, 6820
5, 4, 3, 6820
5, 3, 3, 6810
5, 2, 3, 6800
5, 2, 3, 6700
5, 1, 3, 6690
5, 0, 3, 6680
5, 0, 0, 6680
4, 0, 0, 6670
3, 0, 0, 6660
2, 0, 0, 6650
2, 0, 2, 6650
3, 0, 2, 6640
4, 0, 2, 6630
5, 0, 2, 6620
6, 0, 2, 6610
6, 0, 2, 6510
7, 0, 2, 6500
7, 0, 0, 6500
6, 0, 0, 6490
5, 0, 0, 6480
4, 0, 0, 6470
3, 0, 0, 6460
2, 0, 0, 6450
2, 0, 1, 6450
2, 0, 1, 6350
2, 1, 1, 6340
2, 1, 0, 6340
1, 1, 0, 6330
1, 1, 3, 6330
1, 0, 3, 7320
1, 0, 0, 7320
0, 0, 0, 7310
0, 0, 2, 7310
1, 0, 2, 7300
1, 0, 1, 7300
1, 1, 1, 7290
1, 2, 1, 7280
1, 2, 0, 7280
0, 2, 0, 7270
0, 2, 2, 7270
1, 2, 2, 7260
1, 2, 1, 7260
1, 3, 1, 7250
1, 3, 0, 7250
0, 3, 0, 7240
0, 3, 3, 7240
0, 2, 3, 7230
0, 2, 3, 7130
0, 1, 3, 7120
0, 1, 2, 7120
1, 1, 2, 7110
2, 1, 2, 7100
3, 1, 2, 7090
3, 1, 2, 6990
4, 1, 2, 6980
4, 1, 0, 6980
3, 1, 0, 6970
3, 1, 3, 6970
3, 1, 3, 6870
3, 0, 3, 6860
3, 0, 2, 6860
4, 0, 2, 6850
5, 0, 2, 6840
6, 0, 2, 6830
6, 0, 1, 6830
6, 0, 1, 6730
6, 1, 1, 6720
6, 1, 1, 6620
6, 2, 1, 6610
6, 2, 2, 6610
7, 2, 2, 6600
8, 2, 2, 6590
9, 2, 2, 6580
9, 2, 3, 6580
9, 1, 3, 6570
9, 1, 3, 6470
9, 0, 3, 6460
9, 0, 0, 6460
8, 0, 0, 6450
7, 0, 0, 6440
6, 0, 0, 6430
5, 0, 0, 6420
4, 0, 0, 6410
3, 0, 0, 6400
2, 0, 0, 6390
1, 0, 0, 6380
0, 0, 0, 6370
