225
0, 7, 2, 0
0, 7, 1, 0
0, 8, 1, -10
0, 8, 0, -10
1, 8, 0, -20
1, 8, 3, -20
1, 7, 3, -30
1, 7, 0, -30
2, 7, 0, -40
2, 7, 1, -40
2, 8, 1, -50
2, 8, 0, -50
3, 8, 0, -60
3, 8, 3, -60
3, 7, 3, -70
3, 7, 2, -70
2, 7, 2, -80
2, 7, 3, -80
2, 6, 3, -90
2, 6, 2, -90
1, 6, 2, -100
0, 6, 2, -110
0, 6, 3, -110
0, 5, 3, -120
0, 5, 1, -120
0, 6, 1, -130
0, 7, 1, -140
0, 8, 1, -150
0, 9, 1, -160
0, 9, 0, -160
1, 9, 0, -170
2, 9, 0, -180
3, 9, 0, -190
4, 9, 0, -200
4, 9, 3, -200
4, 9, 3, -300
4, 8, 3, -310
4, 8, 1, -310
4, 9, 1, -320
4, 9, 0, -320
5, 9, 0, -330
5, 9, 3, -330
5, 8, 3, -340
5, 8, 0, -340
6, 8, 0, -350
6, 8, 1, -350
6, 9, 1, -360
6, 9, 0, -360
7, 9, 0, -370
7, 9, 3, -370
7, 8, 3, -380
7, 8, 0, -380
8, 8, 0, -390
8, 8, 1, -390
8, 9, 1, -400
8, 9, 0, -400
9, 9, 0, -410
9, 9, 3, -410
9, 8, 3, -420
9, 7, 3, -430
9, 7, 2, -430
8, 7, 2, -440
7, 7, 2, -450
6, 7, 2, -460
5, 7, 2, -470
5, 7, 0, -470
6, 7, 0, -480
6, 7, 3, -480
6, 6, 3, -490
6, 6, 0, -490
7, 6, 0, -500
8, 6, 0, -510
8, 6, 2, -510
7, 6, 2, -520
7, 6, 3, -520
7, 5, 3, -530
7, 5, 2, -530
6, 5, 2, -540
6, 5, 1, -540
6, 6, 1, -550
6, 6, 2, -550
5, 6, 2, -560
5, 6, 1, -560
5, 7, 1, -570
5, 8, 1, -580
5, 8, 2, -580
4, 8, 2, -590
3, 8, 2, -600
3, 8, 3, -600
3, 7, 3, -610
3, 7, 3, -610
3, 7, 3, -710
3, 6, 3, -720
3, 6, 0, -720
4, 6, 0, -730
4, 6, 2, -730
3, 6, 2, -740
3, 6, 3, -740
3, 5, 3, -750
3, 5, 2, -750
2, 5, 2, -760
2, 5, 0, -760
3, 5, 0, -770
4, 5, 0, -780
4, 5, 2, -780
3, 5, 2, -790
3, 5, 3, -790
3, 4, 3, -800
3, 4, 0, -800
4, 4, 0, -810
4, 4, 3, -810
4, 3, 3, -820
4, 2, 3, -830
4, 2, 2, -830
3, 2, 2, -840
3, 2, 1, -840
3, 3, 1, -850
3, 3, 2, -850
2, 3, 2, -860
2, 3, 3, -860
2, 2, 3, -870
2, 1, 3, -880
2, 1, 0, -880
3, 1, 0, -890
4, 1, 0, -900
4, 1, 3, -900
4, 0, 3, -910
4, 0, 2, -910
3, 0, 2, -920
2, 0, 2, -930
1, 0, 2, -940
1, 0, 1, -940
1, 1, 1, 50
1, 2, 1, 40
1, 2, 2, 40
0, 2, 2, 30
0, 2, 3, 30
0, 1, 3, 20
0, 1, 1, 20
0, 2, 1, 10
0, 3, 1, 0
0, 3, 0, 0
1, 3, 0, -10
1, 3, 1, -10
1, 4, 1, -20
1, 4, 2, -20
0, 4, 2, -30
0, 4, 3, -30
0, 3, 3, -40
0, 3, 0, -40
1, 3, 0, -50
2, 3, 0, -60
3, 3, 0, -70
4, 3, 0, -80
5, 3, 0, -90
5, 3, 1, -90
5, 4, 1, -100
5, 4, 3, -100
5, 3, 3, -110
5, 2, 3, -120
5, 1, 3, -130
5, 0, 3, -140
5, 0, 0, -140
6, 0, 0, -150
6, 0, 1, -150
6, 1, 1, -160
6, 2, 1, -170
6, 3, 1, -180
6, 4, 1, -190
6, 4, 3, -190
6, 3, 3, -200
6, 3, 0, -200
7, 3, 0, -210
7, 3, 3, -210
7, 2, 3, -220
7, 1, 3, -230
7, 0, 3, -240
7, 0, 0, -240
8, 0, 0, -250
8, 0, 1, -250
8, 1, 1, -260
8, 2, 1, -270
8, 2, 0, -270
9, 2, 0, -280
9, 2, 3, -280
9, 1, 3, -290
9, 0, 3, -300
9, 0, 1, -300
9, 1, 1, -310
9, 2, 1, -320
9, 3, 1, -330
9, 3, 2, -330
8, 3, 2, -340
8, 3, 0, -340
9, 3, 0, -350
9, 3, 1, -350
9, 4, 1, -360
9, 4, 2, -360
9, 4, 2, -460
8, 4, 2, -470
8, 4, 0, -470
9, 4, 0, -480
9, 4, 1, -480
9, 5, 1, -490
9, 5, 3, -490
9, 4, 3, -500
9, 3, 3, -510
9, 3, 2, -510
8, 3, 2, -520
7, 3, 2, -530
6, 3, 2, -540
6, 3, 1, -540
6, 4, 1, -550
6, 4, 2, -550
5, 4, 2, -560
4, 4, 2, -570
3, 4, 2, -580
3, 4, 2, -580
3, 4, 2, -680
2, 4, 2, -690
2, 4, 1, -690
2, 5, 1, -700
2, 5, 2, -700
2, 5, 2, -800
1, 5, 2, -810
